baseMean log2FoldChange lfcSE stat pvalue padj svalue_shrink log2FC_shrink
AAEL002103 250.076645198094 -1.71773088755523 0.314566449489785 -5.46062967090523 4.74448804282707e-08 2.4313474189048e-07 5.03498249796526e-09 -1.64684202894137
AAEL002108 194.354338426823 -1.29683737347878 0.284407314492804 -4.55978910314415 5.12050187794297e-06 1.93612388080473e-05 4.03407455652927e-07 -1.23849163009081
AAEL002120 42.8370888953564 -1.44073314693568 0.393499984485883 -3.66132961559842 0.000250909702335875 0.000713291049484006 2.72225441590368e-05 -1.32917284985721
AAEL002133 28.544484715278 -1.96064423798505 0.531749142092685 -3.68716013394772 0.000226770664067405 0.000650399187163048 4.16023576914002e-05 -1.76327190358872
AAEL002145 900.332348748589 -1.11006391713019 0.175573268287494 -6.32251098334916 2.57346725606361e-10 1.70191017371918e-09 1.36947064479167e-11 -1.08832558432872
AAEL002159 141.529432070106 -1.67783570094879 0.250015074159597 -6.71093815678387 1.93377059022206e-11 1.47592196518419e-10 1.52229141422567e-12 -1.63307808428805
AAEL002169 2247.38481370786 -1.30073338850688 0.143885575348765 -9.0400541218536 1.56594266525393e-19 2.61070636803578e-18 7.75021590705973e-21 -1.28582503874073
AAEL002182 595.962908568542 -1.61336183915299 0.187712693318994 -8.59484678753867 8.33759655217885e-18 1.19050107707367e-16 5.19764203704447e-19 -1.58795664839584
AAEL002195 200.399900682283 -2.50410498270867 0.296399868740391 -8.44840111890183 2.95319225241082e-17 3.97432422965366e-16 4.3206090676367e-18 -2.4490973236475
AAEL002232 163.563286083615 -1.53759734988435 0.244282846843842 -6.29433204070713 3.08726350613243e-10 2.0204311662666e-09 2.62731044643006e-11 -1.49429106712679
AAEL002238 386.515574539616 -1.18140149599928 0.165679273400053 -7.1306535316982 9.98934797423188e-13 8.63452909257103e-12 5.11590989887833e-14 -1.16179883658946
AAEL002249 235.822573856089 -2.17419015149252 0.223439179755732 -9.7305680851021 2.23342139165036e-22 4.82977375944391e-21 2.88358204847109e-23 -2.14106134874387
AAEL002257 65.6738864286792 -2.61136414212208 0.476446057076134 -5.48092297824347 4.23112664257586e-08 2.18550232507261e-07 9.61592779657146e-09 -2.47069883030992
AAEL002263 1774.02706072197 -2.05463923074913 0.258218227162139 -7.95698759661531 1.7627837545334e-15 1.97395400355209e-14 1.82431092049841e-16 -2.00902588792578
AAEL002267 1083.13041471216 -1.98935419767631 0.310587503951348 -6.40513276409193 1.50238588512356e-10 1.02773526135931e-09 2.05708878853216e-11 -1.92250325463099
AAEL002281 160.032411967957 -2.68515217586601 0.343626159820041 -7.8141669344157 5.53277284503478e-15 5.96071384938449e-14 8.20834414169193e-16 -2.61392184353065
AAEL002285 94.5331164290919 -1.09092066509462 0.260566429126304 -4.18672761779998 2.83005110863168e-05 9.52151073386031e-05 1.88443943702481e-06 -1.04369803656971
AAEL002295 3382.51014280735 -1.24061224211073 0.265422059264142 -4.67411128355423 2.95229227010315e-06 1.15773695230688e-05 2.09796183862002e-07 -1.19172897364372
AAEL002307 41.7755773517266 -1.86544746695518 0.442053900604375 -4.21995477113706 2.4435133612858e-05 8.29821308496971e-05 3.68162840336095e-06 -1.72767074514117
AAEL002320 81.7816535853078 -2.72142654862692 0.378773206400339 -7.18484439406346 6.72837730871089e-13 5.93618920429282e-12 1.03409403346748e-13 -2.63583739560979
AAEL002321 119.720280552297 -1.05346710489667 0.234560669404157 -4.49123507181636 7.08113431529426e-06 2.61533107430902e-05 4.20958040332931e-07 -1.01550586284684
AAEL002322 281.51868418848 -1.54024250608259 0.244114374546194 -6.30951171534196 2.79917178726137e-10 1.84300681878318e-09 2.42825130288478e-11 -1.49715204957364
