baseMean log2FoldChange lfcSE stat pvalue padj svalue_shrink log2FC_shrink
AAEL000593 363.451478308411 1.37604013687915 0.171594107157349 8.01915729901692 1.06473086886045e-15 3.67698676748956e-15 2.57466965209087e-17 1.35596565942222
AAEL000595 93.868768306608 2.20198533383581 0.29444543798826 7.47841552200787 7.52240314066592e-14 2.34445357877795e-13 5.57481276119103e-15 2.14661329838491
AAEL000596 2130.75146673405 1.31337695315624 0.157640136273621 8.33148831384267 7.98323187189909e-17 2.90448201189575e-16 1.73929308101769e-18 1.29707593649306
AAEL000597 831.302538552541 1.89932182498809 0.144201361827956 13.1713168371747 1.28339476261146e-39 1.15836788345145e-38 3.74698175873237e-41 1.88536997222424
AAEL000599 38.225170690645 1.47302645141749 0.377929081736806 3.89762662520723 9.71400325476183e-05 0.000172629135813896 4.51761112678852e-06 1.37551775430346
AAEL000600 18.8579483162988 2.53734398556065 0.666889733484097 3.80474291050271 0.000141951548694145 0.000249010320261952 1.89333005371016e-05 2.26028963873399
AAEL000609 229.819370786422 4.47768078092609 0.358278692326249 12.497759082052 7.67853432207478e-36 5.98202301514152e-35 1.3589328214363e-36 4.42558317267698
AAEL000630 44.4644430777048 2.13351438948202 0.458712602673902 4.65109172289024 3.30182422890961e-06 6.57196726908842e-06 2.79574504201844e-07 1.99470993302682
AAEL000636 426.707702385535 2.25177265098087 0.186199032655705 12.0933638529935 1.1450069475926e-33 8.19516960911452e-33 5.45433065792711e-35 2.23011940380435
AAEL000642 421.807626737713 3.31861451886092 0.175885127963189 18.868079167873 2.08749377069249e-79 6.32396937116469e-78 3.81886895610706e-80 3.30304236085844
AAEL000644 356.530133041346 2.85255890626427 0.161845603575766 17.6251862468967 1.57848013996308e-69 3.6798130348587e-68 3.86665061417575e-71 2.83813315710822
AAEL000647 17371.22863922 2.98329715610395 0.160039492135209 18.6410061435557 1.4940411235865e-77 4.24259148760444e-76 8.69128807139092e-79 2.96969992500638
AAEL000651 2042.9170435335 3.18584106688904 0.227009236529789 14.0339711087966 9.65880479365935e-45 1.03424419833418e-43 6.10466194813835e-46 3.15978136711015
AAEL000652 62.1767850688421 4.15810333779282 0.50565025115002 8.22327948683084 1.9801266731919e-16 7.07171588946474e-16 5.25451269325352e-17 4.04414733442631
AAEL000656 69.0159604584754 1.57975639250454 0.336595529857824 4.69333741054678 2.68783626475304e-06 5.38932307410099e-06 1.12901639003881e-07 1.50211996485563
AAEL000663 201.394907201611 1.2089176836818 0.237025864099225 5.10036188783062 3.39004677334085e-07 7.22584159855775e-07 9.65610824915558e-09 1.17127042355229
AAEL000666 217.844020118336 1.32007719088702 0.193075274014527 6.83711157539364 8.08058068058922e-12 2.25743499086353e-11 2.00354578541327e-13 1.29481227582907
AAEL000667 16241.8822251564 3.09271019487025 0.191302419655599 16.1666025993714 8.67522755401265e-59 1.4232722524606e-57 2.86686771397824e-60 3.07419503479922
AAEL000669 838.805761105958 1.31044841398899 0.29764427385891 4.40273349458144 1.06895445135568e-05 2.05190300033598e-05 3.89163997720568e-07 1.25052002780561
AAEL000671 133.609427798256 1.42759368460457 0.223791321473631 6.37912889205928 1.78098099688125e-10 4.6161428252498e-10 6.0134546845524e-12 1.39310977349261
AAEL000678 750.779186449059 3.6071235926228 0.164605869328719 21.9136997200224 1.92307815120087e-106 1.04606904411322e-104 1.52321632298933e-107 3.59433338892541
AAEL000687 485.502462541377 1.3318180212316 0.177551221058584 7.50103555070545 6.33156138805005e-14 1.97885546037652e-13 1.93297801689e-15 1.31036168350673
AAEL000689 105.741596231952 1.283801095694 0.262468097948151 4.89126528416268 1.00189819816403e-06 2.06713284681887e-06 3.31606925078109e-08 1.23707757404513
AAEL000690 140.221091746986 4.1125457079584 0.333511909034944 12.3310310563078 6.16527468198228e-35 4.60664205328334e-34 3.11738417738965e-36 4.06491285994015
AAEL000703 10266.3858134827 1.98194362678718 0.127663516175585 15.5247457234474 2.35937473219307e-54 3.43766516039416e-53 8.42537626855109e-56 1.97133937090605
AAEL000704 1035.73242051615 2.49143533346189 0.192857616225281 12.9185218723827 3.53874304623418e-38 3.0244885574623e-37 1.79988472820291e-39 2.46946315971926
AAEL000705 150.407105331353 1.18968681776491 0.211618072512625 5.62185830179478 1.88914192974777e-08 4.35920212635425e-08 4.62650361032568e-10 1.15975817858181
AAEL000713 3758.47658645814 1.36257940766815 0.0921114818556964 14.7927205188469 1.63220853215774e-49 2.07226143413678e-48 3.33097879701158e-51 1.35750553051439
AAEL000714 983.473907804072 1.94901772941913 0.118331517729634 16.4708250752964 5.94539279318036e-61 1.04548365511113e-59 2.06777090221776e-62 1.93988236773423
AAEL000715 113.360561979903 3.55697113128952 0.322132058926114 11.0419656557852 2.39730546127466e-28 1.41196446297115e-27 2.82666552551816e-29 3.50646150039257
AAEL000717 254.793033403884 1.30893376078603 0.371469232556194 3.523666689106 0.000425619287766172 0.000713485065466399 1.95025336158128e-05 1.21583771352373
AAEL000726 3794.08296713007 3.67700016057602 0.288664317716895 12.7379794969401 3.63692051271714e-37 2.99141600505008e-36 3.00957541681938e-38 3.63844625715707
AAEL000729 910.751971135249 2.91111068984427 0.138937801584953 20.9526180538006 1.77594450194277e-97 7.87528433307159e-96 1.01541452334878e-98 2.90055014060615
AAEL000732 1638.73796244394 1.73146762883719 0.184981465941087 9.3602222256614 7.95691594639147e-21 3.45580888104632e-20 2.48790622420172e-22 1.70902423974126
AAEL000744 1721.49288565945 2.15004470967955 0.130460296398557 16.480452436741 5.07039923335673e-61 8.95477867489942e-60 2.42583549800139e-62 2.14027920496452
AAEL000748 1117.10590362882 2.35414310493544 0.251973857913278 9.34280692620765 9.38134237820214e-21 4.05861609638798e-20 4.48482678200702e-22 2.31523177232012
AAEL000749 1401.34774943458 1.84962043417007 0.279783625811449 6.61089593361894 3.82000966430814e-11 1.03230510667846e-10 1.81110159181838e-12 1.79861986580606
AAEL000757 2492.73625985285 1.92337514534319 0.310081357725936 6.20280806124166 5.5464469865163e-10 1.39964875604068e-09 2.87280335041269e-11 1.86000558153635
AAEL000762 297.544641803369 4.29873175431384 0.291756978093058 14.7339466648257 3.90234397930395e-49 4.88351615160543e-48 3.93505618513036e-50 4.2633575995669
AAEL000780 330.70462970527 2.84489639754605 0.219819788437011 12.9419485742124 2.60926377238597e-38 2.24892812043886e-37 8.67500486838503e-40 2.81827229180068
AAEL000791 949.872614217438 1.7390524694489 0.150621681137397 11.5458309608332 7.74889333510943e-31 4.9679782885492e-30 2.30940707632014e-32 1.72389714395887
AAEL000793 5743.84692071788 1.72064822474761 0.313748157712411 5.48416997024981 4.15415221429757e-08 9.39964299330522e-08 1.92516786730561e-09 1.65407476512168
AAEL000797 637.130494540885 5.08648970116558 0.322886652141517 15.753174271621 6.53186394086937e-56 9.99293534653753e-55 2.68136267030953e-57 5.04917127426269
AAEL000803 157.541400297356 1.80271804907292 0.22653184239207 7.95790132652904 1.74981807565041e-15 5.97045537437562e-15 6.65601523464066e-17 1.76834143962807
AAEL000809 34.6495520065194 1.34037182858685 0.38909039667498 3.44488540462875 0.000571301541401739 0.000944375954243097 2.57598611993147e-05 1.23758208277836
AAEL000820 454.942552846464 2.28925868240026 0.211195284608739 10.8395350144363 2.23604649392527e-27 1.27644463802012e-26 9.76239334909843e-29 2.26174897690923
AAEL000821 32.7747503289241 4.24490620792993 0.618698774757567 6.86102248964897 6.83693977399766e-12 1.91788461824335e-11 9.07142275600942e-13 4.07916804683122
AAEL000850 381.723056493912 2.22731489364647 0.178043690892852 12.5099344013649 6.58786096783564e-36 5.14542631686921e-35 3.87183027138929e-37 2.20739174070961
AAEL000851 797.893721662598 2.40786131966849 0.227088143979168 10.6032013713995 2.8795109131762e-26 1.57683821326011e-25 1.44156241239225e-27 2.37670971509376
AAEL000854 991.677796151174 1.89464414273296 0.104073163026388 18.2049251472503 4.71697947789145e-74 1.21283848382171e-72 1.27752725183046e-75 1.88750594789364
AAEL000855 472.326580324095 5.43077287466932 0.312683005485954 17.3683020163796 1.43407151399989e-67 3.13982133449814e-66 1.36275120825583e-67 5.39704059736183
AAEL000869 8.25525370560046 3.53893477239033 0.951914408737526 3.71770270510333 0.000201042659390325 0.000347684203515358 3.8423510588072e-05 3.06571285797425
AAEL000874 572.718996846843 1.39980724673199 0.233499989818158 5.99489211036848 2.03620582169514e-09 4.97526912591872e-09 6.40998421245904e-11 1.36273131595825
AAEL000878 191.452079297075 6.80995342494648 0.642503395862783 10.5990932791908 3.00883167182133e-26 1.64471151547214e-25 8.24454439221029e-26 6.685925148472
AAEL000886 1280.45231126932 1.96823117096576 0.265302706367342 7.41881301519978 1.18174608558608e-13 3.64225392633794e-13 6.73423080074812e-15 1.92229934793115
AAEL000890 10.5336226941698 4.72352285801722 1.36092279628261 3.4708235257133 0.000518864877640801 0.0008621215364439 0.000290804183416188 3.82970988164832
AAEL000897 476.969722501742 3.64810958909032 0.29658970509803 12.3001895426024 9.03618466182858e-35 6.71486727845294e-34 8.27258876897401e-36 3.60677100077437
AAEL000910 374.044537824938 1.90744781468811 0.243928440264354 7.81970242018905 5.29483553637379e-15 1.76720731196288e-14 2.39416586737346e-16 1.86807758688421
AAEL000912 129.895398294469 3.00065129549064 0.375550988386504 7.98999706639693 1.34941964769232e-15 4.63139289627211e-15 1.16769744097813e-16 2.92396320710593
AAEL000915 2094.06837090728 2.0262340056321 0.222704545636976 9.09830555921837 9.17520504363858e-20 3.80662150946077e-19 3.8917002762735e-21 1.99455002318524
AAEL000928 28.4256095890561 6.36748317345279 0.978019067146399 6.51059206036895 7.48551757113717e-11 1.98737012935093e-10 8.98718544502897e-13 6.09743662458159
AAEL000931 4170.18157190329 2.35303079415283 0.222837613405063 10.5593968549448 4.59605401051882e-26 2.48788611387615e-25 2.29527309231474e-27 2.32287758346499
AAEL000933 179.821684325108 1.76311109983327 0.20961661952072 8.41112266701252 4.06104737451843e-17 1.49798549779178e-16 1.28427922590811e-18 1.73351718692802
AAEL000953 370.744927337941 1.12673355458841 0.161282284577263 6.98609619489017 2.82640320272632e-12 8.08232448555313e-12 6.1960815213718e-14 1.10952609655385
AAEL000958 1054.34414920633 2.31574132914575 0.135448454318627 17.0968457395478 1.56656644154486e-65 3.20622185251966e-64 7.39795922861762e-67 2.3045241748453
AAEL000986 4948.07833896073 2.21436093647845 0.148503384398869 14.9111816235167 2.78775092316536e-50 3.63745027170798e-49 5.98883208212832e-52 2.20055155881126
AAEL000993 647.300200167009 1.16771751144281 0.168015680249955 6.9500507911262 3.65154721207906e-12 1.04005786196499e-11 8.4159409848181e-14 1.14889097150516
AAEL001022 2456.47434525017 1.92130020272591 0.231025707685589 8.31639137468057 9.06820271324668e-17 3.288466163183e-16 4.20300474257576e-18 1.88651468830833
AAEL001031 1099.78221874158 4.58234355475634 0.160804472417627 28.4963688252121 1.29930918374615e-178 2.83968662497663e-176 8.73390367207984e-181 4.57233835534412
AAEL001050 154.648817325888 2.22678144586061 0.219262970428899 10.1557569958339 3.123764783775e-24 1.573971065814e-23 1.95731613768385e-25 2.19647241989293
AAEL001054 139.410442162831 4.93693055288155 0.520230026744208 9.48989927355538 2.31257618622771e-21 1.02810097868656e-20 2.17052873369778e-22 4.83591218797283
AAEL001062 213.613057269425 1.57924673629917 0.277584798163425 5.68924071760374 1.27605482151003e-08 2.97932753919519e-08 5.25255447517925e-10 1.5263532614205
AAEL001068 568.859171900394 3.10952059953896 0.176831027520668 17.5847001690668 3.22683778124159e-69 7.42354654222102e-68 1.58822112028307e-70 3.09318758919868
AAEL001077 978.744108684857 1.05034086363799 0.120299397798648 8.73105670400781 2.52304137107121e-18 9.80301693350494e-18 4.35612722493196e-20 1.04094841305867
