k3	k4	k5	s01_RUN	s02_RUN	s03_RUN	s12_RFE	s13_RFE	s14_RFE	s05_SNO	s06_SNO	s07_SNO	s08_SRO	s09_SRO	s10_SRO
AAEL000042	2	4	2	-1.5239357199612	-0.95224201059672	-1.64918094319436	-0.119708302071951	0.0912398395814854	0.523185346428739	0.480654830083441	-0.748554831095077	1.16019299193606	1.04192184715318	1.06354471189336	0.632882239843054
AAEL000043	3	3	3	0.468699517187174	-0.400130191778853	-0.478354314926497	1.63321279308389	-1.09601670491834	-1.09601670491834	-0.950455698367388	-0.986769093155164	0.957203357224943	1.10478461829403	-0.267862401567308	1.11170482384186
AAEL000044	1	2	1	1.38007077910792	1.2679173650414	0.385570824654409	1.37539060373191	-0.551270141993091	0.794665893302893	-0.772292173937135	-1.43520979301451	-1.08132860511051	-0.664832692488592	-0.363809130368238	-0.334872928926457
AAEL000046	2	4	2	-1.57698932287763	-1.43016843975534	-1.48286449753549	0.313469551408794	0.697855658767425	-0.123154704569418	-0.0445439257976401	0.544484168183094	-0.0696428563092167	0.967453725565265	1.09466118478017	1.10943945814
AAEL000047	1	1	5	-0.416323425538115	-0.416323425538115	1.3506365570454	-0.416323425538115	-0.416323425538115	2.73839506020095	-0.416323425538115	-0.342120787403311	-0.416323425538115	-0.416323425538115	-0.416323425538115	-0.416323425538115
AAEL000048	1	1	5	0.0996016060548016	-0.190669088081397	0.320882233208689	2.42271718807161	0.416874425593537	-1.32671369278766	-0.866656516443973	0.320024349320279	-0.0839552210985949	0.701156405547661	-1.06649088609147	-0.746770803293478
AAEL000049	1	2	1	0.993811937384358	1.34368404154938	0.971315451730976	0.550922377796208	0.398534356364632	1.15985322506021	-0.612302293708366	-1.36046210096638	-0.980066700443543	-0.997942777657701	-0.419789544427752	-1.04755797268202
AAEL000050	1	2	1	2.04924555419504	0.893886167479526	0.809091992397777	-0.310231377083108	0.69384984588689	0.274389888511465	-0.845977262000096	-1.71648394784595	-0.689540677372686	-0.466474852981281	-0.122666022982808	-0.569089308204789
AAEL000051	1	1	1	0.0355671040902979	1.44059592084164	-0.470805210756105	1.20435388102079	0.80532909267697	-0.867787023816373	-0.907214161851665	-0.859967916519483	-1.8191359380189	0.266009282989623	0.255577747208253	0.917477222134948
AAEL000053	2	4	2	-1.95409692359622	-1.47132541211418	-1.18170585782855	0.0701872376887563	-0.0270433901646451	-0.0744572864735855	0.723017231986144	0.745279512058731	0.847308853954509	0.86155298727009	0.691904300646964	0.769378746571977
AAEL000055	1	2	4	1.350832568047	1.29632989981958	1.61198399075481	-1.15460197750971	-1.33021535117956	-0.401992042850697	-0.287684363304953	0.765028253077642	-0.387543369840436	-0.391629763937211	-0.326060481704431	-0.744447361372047
AAEL000057	1	2	4	1.53136858362895	1.16109357895737	1.29280684215256	0.346574657789446	-1.13836299729438	0.571961031184606	-0.970198155748814	-0.84081827682807	-1.44939770686867	-0.245659251086502	-0.286688495559629	0.0273201896731441
AAEL000058	2	1	5	-0.838522844090651	-0.838522844090651	-0.838522844090651	-0.838522844090651	0.920103939518093	1.81145234635236	1.22504342617423	-0.838522844090651	0.358074732928966	-0.261332054210427	-0.838522844090651	0.977794673780679
AAEL000063	3	3	3	-0.511664384576479	-0.511664384576479	-0.511664384576479	-0.511664384576479	-0.511664384576479	0.657641408102073	-0.149180543437592	-0.511664384576479	-0.263730210393309	-0.511664384576479	0.428383699938202	2.90853633782598
AAEL000064	1	2	4	1.05684138908687	1.69644370192757	1.91166718707308	-0.671680418799938	-0.46710318781736	-0.710977044414953	-0.303716680319407	-0.576357057811223	-1.17009013395153	-0.0694541575377412	-0.0874141010991992	-0.608159496336179
AAEL000065	2	4	2	-1.0850705889706	-0.949036202257238	-1.21751489376877	-0.830549896037641	-0.976587589460806	-0.508593214540051	0.414317641420715	0.979426926977804	0.881791211180863	1.14499689285779	0.991316000307047	1.15550371229088
AAEL000066	2	4	2	-0.418376495135299	-1.00558210797186	-1.47427382768022	1.02718520016365	-1.47427382768022	-0.313272546378371	-0.270484341936914	0.244785258663977	0.246083614948514	1.2312691267367	1.39381080510261	0.813129141167427
AAEL000069	1	2	1	1.08112945525499	1.34210058608091	0.626834689529588	-0.139866073374027	0.717343016523878	1.2038478393796	-1.13234021299731	-1.15810418462106	-1.15284676454556	-0.814218186273371	-0.947823751498231	0.373943586540605
AAEL000071	1	2	1	1.02138774389268	0.780005985442863	1.14171626976017	0.218531394242045	-0.278607874960968	1.308480114307	-1.92925045814532	-0.621189433983354	-1.25482212263904	-0.285131872263754	-0.518784275327617	0.417664529675292
AAEL000073	3	1	5	-0.178904710057242	-0.517796222730191	1.14977146479507	0.315000757508268	-1.87029314244065	1.7510849313333	-0.580758876474188	-0.432477800013634	-1.14926316874673	0.239396718830245	0.629805228578571	0.64443481941719
AAEL000074	3	3	3	0.299151327015283	-0.741202843417936	1.54366919893126	-1.4744894086283	-1.60015897095107	-0.908453125472763	0.490397679920834	0.967490306004338	0.367357641566666	0.482821077146143	0.882232950337227	-0.308815832451692
AAEL000075	1	1	1	1.73589532692194	-0.510871998854136	0.846575683160935	0.972383828190691	1.30482627295014	0.241715864631422	-1.01884590963291	-0.938805493259817	-0.0427958826066647	-0.552385872235793	-1.01884590963291	-1.01884590963291
AAEL000076	2	4	2	-1.08860444495936	-1.59625984325963	-1.31320685881715	-0.0728206745296141	-0.0434651229751223	-0.654568370363575	0.998422519445927	1.37807842130455	1.30379619862636	0.151811343670481	0.311821316068055	0.62499551578908
AAEL000077	2	1	5	-0.919303418051874	-1.62059671693162	-1.20359098277182	1.35053382635196	1.52257141475152	1.32627980893994	-0.0780384823297214	-0.368078987549866	0.0775909129151473	-0.141671849268476	-0.0421113742908949	0.0964158482357177
AAEL000079	2	4	2	-0.784357717390506	0.555127481708637	-1.78662153742123	-0.045823418200288	-0.475103269169329	-0.477948376188309	1.56371762994314	1.16395040874859	1.4014474836406	-0.0142373262720316	-0.378429616483115	-0.721721742916144
AAEL000080	1	2	4	1.11128500009304	0.403210076618791	2.48769922653143	-0.145462716262013	-0.0661067115097274	-0.957657248869826	-0.673958289678101	-1.09439437415405	0.340373774457771	-0.560834479280455	-0.294452115643126	-0.549702142303741
AAEL000081	2	4	2	-1.17788900650853	-1.42499575210994	-1.22952007238919	-0.238054198678155	-0.818625663213457	-0.547553807384168	1.07815309180541	0.67343384530843	0.855942544833213	1.05593708310554	0.823440565599275	0.949731369631578
AAEL000084	1	2	4	0.646669957307373	1.95550329927295	1.53760342216378	-0.889929033559075	-1.28830840126994	-0.0754194488234235	-0.0698830996283477	0.24966531200983	0.206721572789727	-0.870581232690449	-0.907754014654209	-0.494288332918204
AAEL000085	1	2	1	1.27014569667767	1.07413980744878	-0.590629129316596	2.01842855974641	-0.810349688568468	0.780117423072916	-0.772108500014902	-0.765413957379558	-0.810349688568468	-0.608171790501548	-0.510185788396994	-0.275622944199246
AAEL000087	3	3	3	-0.481165707809888	-0.991875959885038	1.3626806752098	-0.791369128898234	-0.746646100882477	-2.05983896508433	0.314563676292507	0.571453516285356	0.481694426640333	0.689467915417996	0.774446107212275	0.876589545501696
AAEL000088	2	4	2	-0.805213332781991	-1.6613347978944	-1.19771059501428	-0.357844014677554	-0.695476375479337	-0.715217165957926	0.669863748351737	0.79467574675099	1.04693193389431	0.932790792636678	0.922551580783071	1.06598247938869
AAEL000089	1	2	4	1.68855993438617	-0.121398151898396	1.92388977972498	-0.478817221742893	-0.725418425691835	-0.725418425691835	-0.725418425691835	-0.725418425691835	-0.725418425691835	1.17954133388122	-0.38602168139669	-0.178661864495212
AAEL000090	2	4	2	-1.63310913584732	-1.26938766722805	-1.32589411848179	0.344295835454449	-1.09716231098403	0.628858602630325	0.785097097554607	0.64916044911015	0.579901160434392	0.685714930702306	0.691819976835295	0.96070517981965
AAEL000091	3	3	3	-0.809775843625677	-0.489170043315515	0.049009313204805	-2.12045828942348	-0.555183170172864	0.609842808709827	-0.731081669561749	0.328067932945061	0.22242644297767	1.46036133898375	0.896969893489579	1.13899128578858
AAEL000092	1	1	1	0.58996435577262	0.347607799553366	-0.408520340597101	1.19107919184629	1.40247471734595	1.5775216451522	-1.2176973785311	-0.855248293857862	-1.25679645569581	-0.512243208081286	-0.247864458164462	-0.610277574742797
AAEL000094	1	2	4	1.52979459794506	1.92921826544773	1.36799318927993	-0.383917590525388	-0.574650754808754	-0.206361489849327	-0.203002895019282	-0.939102577187016	-0.56109101093335	-0.600478117143784	-0.791206034455933	-0.567195582749895
AAEL000095	1	1	1	-1.10580557742785	1.50787811253928	0.512071299364901	1.24589837866158	-0.641970333107425	1.53369256366623	-1.10580557742785	-0.264226429119978	0.189756981173047	-1.10580557742785	-0.582976760793248	-0.182707080100834
AAEL000097	1	2	1	1.52222577915922	1.11947544787166	-0.316225932428788	1.14705329748625	0.258676080480455	-1.07135955857034	-1.66307637452316	-0.779044895640349	0.805858486634797	-0.347995948124709	0.124644445482638	-0.800230827827677
AAEL000098	1	2	4	1.25521112430948	1.6843943099069	1.39856061455572	-0.570839681985093	-0.0206220334762744	0.622016398913592	-0.438033944615247	-1.19805569812139	-0.475890026531238	-1.03294119831199	-0.964467908005794	-0.259331956638672
AAEL000099	3	3	3	-0.105354600728925	-1.39260245385452	1.06553498576628	-1.49526707244041	-1.14565782089658	-1.13295287828616	0.814924687469759	0.662264684914151	0.575187995229833	0.713168956362665	0.946455313052142	0.494298203411767
AAEL000101	2	1	5	-0.806664184307459	-2.21705281042752	0.636577248172135	0.988323828779525	0.518548166947421	1.2479751140493	-0.106151664428011	-0.108108660589631	-1.29659995982415	0.186691410268523	0.599125236903313	0.357336274456562
AAEL000102	1	2	4	1.26393902601509	1.90226741482212	1.13678533186781	-0.145330133135706	-0.987335408869869	0.201912382670386	0.0219912113072073	0.200021068017491	-0.536149661347353	-1.04964353605169	-1.0681977960979	-0.94025989919759
AAEL000106	3	3	3	-0.629818016212553	-0.0849446170523795	0.52743597669206	-2.3442035585637	0.0290208517587317	-1.30949535568531	0.500202544059274	1.16083296850022	0.748893741028961	0.821111738435294	0.0608595275622622	0.520104199477163
AAEL000107	2	4	2	-1.55520000833995	-1.32636325500585	-1.8659696097834	0.162508507125461	0.553414625038153	0.135302760845013	0.204736618259604	0.607782455353334	0.475655676541033	0.912402557651055	0.646005529341579	1.04972414297397
AAEL000108	2	4	2	-1.1556546112504	-0.993518335427719	0.278601820368119	0.601742192530332	0.810394338224586	-1.31402349399211	1.69301012083422	0.31722583623051	-0.370077929112797	-0.715197999162539	1.39322480015229	-0.545726739394492
AAEL000109	1	2	1	0.900600771560429	0.957491270966746	0.699183920974998	0.979614233380198	0.531422099778624	0.742817786215106	0.0764360963725708	-1.69423118974944	-0.63815349406705	-0.912605882602351	0.0516555769196039	-1.69423118974944
AAEL000111	3	3	4	1.23358510873776	0.480039363056003	2.03147005616361	-1.3207861899346	-1.18609794645052	-1.32142615525868	0.190459729002829	0.150657088683702	0.263869953353705	-0.160998339386484	-0.136289422848474	-0.224483245118849
AAEL000113	1	2	4	2.24050667120908	-0.106996354665282	1.9509300310584	-0.38235628572311	-0.074328012866696	-0.574044907228943	-0.574044907228943	-0.574044907228943	-0.574044907228943	-0.183486605638734	-0.574044907228943	-0.574044907228943
AAEL000115	2	4	2	-1.7274602330077	-1.52344576324407	-1.42992551224486	0.0499954193227501	0.549110834735203	-0.118999443822848	0.225000221790274	0.80595419584031	0.533723903510836	0.906137368139433	0.743097886978319	0.986811122002355
AAEL000116	2	4	2	-1.48210056120752	-1.05312428285565	-1.19802090060587	-0.461727232726287	-0.675000504703587	-0.601287044454516	0.70538811999738	0.710694388991951	0.800836091017538	1.03574450317547	0.949865393316008	1.26873203005508
AAEL000117	2	1	5	-0.663336213367485	-0.663336213367485	-0.663336213367485	1.7054291245316	1.44793468765945	-0.663336213367485	-0.663336213367485	-0.663336213367485	-0.663336213367485	0.0387178405167825	-0.238806423230998	1.69007826409555
AAEL000118	2	4	2	-0.952104079677957	-1.17773141671116	-0.941771127855576	-1.25671562242165	-0.737173194929299	-0.537546627080388	1.25842204543069	0.790744617700162	1.0155097799334	0.797663177786134	0.779945018577679	0.960757429247976
AAEL000119	1	2	1	0.97613119324602	1.0256795669854	1.72037054418508	0.500786233432427	0.463752147557906	0.382464133219862	-0.765052496778791	-1.05965893570992	-1.68528124869279	-0.689987361036044	-0.53743028913809	-0.331773487271066
AAEL000122	2	4	2	-1.15470797625692	-0.877750302075671	-2.0618984765243	-0.588959507714736	-0.0243926061089399	-0.108265337637058	0.471745569764869	0.498675891686574	0.773748824556286	1.16459539541725	0.810993778602419	1.09621474629023
AAEL000123	1	2	4	0.984259935279513	1.74609177419215	1.29756609314016	-0.0554450652537107	-0.747775393003092	-0.886405470945676	-1.27372131365247	-0.695346566327992	-1.11920569999204	-0.249987995757473	0.622057258806166	0.377912443514459
AAEL000124	1	2	4	0.984662992379829	0.861993947369275	1.25968280750399	-0.331151733771899	-0.767445270722137	-0.784240632601286	-0.157582679457799	-1.31633764536801	-1.75596511728035	0.322869960652781	0.952646560563057	0.73086681073256
AAEL000126	1	2	1	1.07774507787205	0.850169043018345	0.676511473474539	1.05099927104266	0.476688894011835	1.13830197344509	-0.861503867489764	-1.55117438934359	-1.5013412342174	-0.510902741941719	-0.353322052549057	-0.492171447322973
AAEL000127	2	4	3	-0.25786793575927	-0.499802336301549	-1.49553113081602	-1.08615909094651	0.323400874980557	0.374603173843422	-0.357330065704727	-0.625653767608748	-0.165125765220151	0.224918533558956	1.59194587845685	1.97260163151719
AAEL000128	2	4	2	-1.15940558514464	-1.86473875978904	-1.23375235281771	0.624737169020898	-0.746192677232383	1.06411715111536	1.26490869048984	0.314953917419843	0.69167398904935	0.459929196963343	0.19859258401393	0.385176676911186
AAEL000134	1	2	1	1.29886325030592	1.41891382145031	1.21299614168585	0.539840514543107	0.496727197906279	0.349989290170215	-0.436570281548562	-1.2816627711987	-0.791386445108285	-1.10836157137589	-0.716042089690116	-0.983307057140113
AAEL000137	1	1	5	-0.0431038536391642	-0.63797077636215	0.344437302900164	1.03349127380351	0.434221930802995	-0.0233220508973498	1.03525599665969	0.864843377123836	1.11397071478229	-1.86312494548211	-0.871894056552393	-1.38680491313932
AAEL000138	1	2	4	1.13867547436457	1.56116617978559	1.67890005517344	-0.582716681472286	-0.116736817475218	-0.486849666467675	-0.132085214185999	0.285017628258915	0.00663644509443456	-1.20402996528956	-1.1051882877204	-1.04278915006581
AAEL000139	1	2	4	1.22176118184385	1.19825307791791	1.7438718483533	-0.0868758463612831	-0.354414658020906	0.150182434770274	-0.179393320792688	-0.173291843783138	-1.92457496532641	-0.153091925256301	-0.571623710663275	-0.870802272681326
AAEL000140	2	4	2	-1.57149956548865	-1.40669456006375	-1.28984036891652	-0.229779289518369	0.102083806533696	-0.514993800055255	0.938211960701453	1.32099857331273	1.02020087588283	0.501787536220744	0.607660367892049	0.521864463499065
AAEL000143	2	4	2	-0.597664828332259	-1.93099081961521	-0.799429380456494	0.187040164384165	0.575726378651212	0.0160235071233638	-0.155976055260652	-0.916074441651162	-0.208251703508619	1.47772463971078	1.01458228095803	1.33729025799686
AAEL000146	1	1	1	0.436664395638637	-0.286033760887333	0.59948691164775	1.39666990954737	1.0946535060415	1.47922505374939	-1.41542580771921	-1.02513982944219	-1.27646681687847	-0.422409441136836	-0.287915299921228	-0.293308820639383
AAEL000147	2	4	2	-1.43279695372567	-1.88331801037566	-0.97049243121088	-0.669421225276312	0.126086658562638	0.455510902835705	0.138782940905749	1.19424677280117	0.79506525684469	0.835989979351253	0.794070906110193	0.61627520317714
AAEL000148	2	4	2	-0.819825115245892	-1.82612115690722	-1.83076452552881	-0.000471074778276701	0.450814510299445	-0.282911647503046	0.369045472334153	0.80178115088886	0.493208843759203	0.887054226334703	0.920410715721055	0.837778600625844
AAEL000149	2	4	2	-1.49703662082533	-1.67640236440687	-1.47242304555779	0.113743351049427	0.902323244243177	0.331692453139829	-0.266071165720081	0.688790805538757	0.351966211057247	0.756693198150424	0.740124409140059	1.02659952419114
AAEL000151	2	4	2	-0.499727058639774	-0.806512425616616	-0.806512425616616	0.654654047609451	-0.806512425616616	-0.806512425616616	-0.681456237481347	1.68653436255765	2.08849633683158	-0.167146136048981	-0.00130062272659193	0.145995010364475
AAEL000152	1	1	1	0.746606778420425	0.844565550722619	-0.442687983565223	1.32959722133335	1.4081603386369	-0.0385384327779886	-1.87942208677301	-0.431968615025699	-0.4141767825393	-0.800743532938542	-0.934608930992068	0.613216475498545
AAEL000154	2	4	2	-1.43146623822618	-1.73892530872209	-1.34260115037073	0.0765098354985643	0.203554162721777	-0.267954543016282	0.727905099191468	0.233804619062785	0.460751116252216	1.06742675884573	0.851998668533178	1.15899698022956
AAEL000157	2	4	2	-1.37073136956853	-1.70232561346574	-1.4165509077892	-0.00281840322551879	-0.065309998462755	-0.274361081575379	0.630706698317423	0.544803857224249	0.695125884543992	1.02572170555104	0.838314941499094	1.09742428695131
AAEL000159	2	1	5	-0.767046664413722	-1.8686261768289	0.0305272113981979	0.388754315106013	0.829383338569421	1.10306643988029	-1.57565316686297	-0.0827429352813657	-0.444153509585887	0.779737605021784	1.17590909380885	0.430844449188276
AAEL000162	1	1	5	-0.0520750566647862	-0.27052670024636	-1.24851314707034	1.17860795628779	1.4241474259791	1.14523641733659	-0.381287033919606	1.06783174700864	0.0554907319038114	-1.44935469371397	-1.02399053390048	-0.4455671130004
AAEL000163	1	2	1	1.11385668478535	1.22271828613939	1.2565942555583	0.324278845414196	0.749294665345828	0.835155839165691	-0.757614399414844	-0.642244917444556	-1.05197591274675	-1.11891651119443	-0.729543788245532	-1.20160304736265
AAEL000164	1	1	5	0.396062366771909	-0.137608915535538	-0.258407839235443	1.3547884500921	1.18908821517896	1.93022432019343	-0.846619683098149	-1.21283969625214	-0.888729872658767	-0.63776244145566	-0.402243576916585	-0.485951327084117
AAEL000165	3	3	3	0.87202441743308	-0.382543067862077	1.47148038051246	-1.25929121029873	-2.23644776906295	0.613848300271234	0.410120782289581	0.862554193174931	-0.16201193128413	-0.14337475930332	0.0191253013094967	-0.0654846371795636
AAEL000166	1	2	4	1.91634198632406	1.43554274650001	1.19976384268183	-1.00601901128038	-0.786803600770447	-0.656437526408359	0.22111217716032	-0.203503855360604	-0.10639037481811	-1.02928331275205	-0.247335745765296	-0.736987325510982
AAEL000170	2	4	2	-1.1176964914856	-1.38888501249304	-1.63730415171354	-0.308033054435412	0.0885882527229781	-0.486334133762443	0.689206906043665	0.249123202120701	0.775454449648974	1.01502556952035	0.62222174863732	1.49863271519605
AAEL000172	2	4	2	-1.62458892122669	-1.08090550827411	-1.49030085687763	-0.270806728551095	-0.422166132676435	-0.284888155895755	1.13212588633404	0.76028960681013	0.897109686490566	1.01854381692629	0.636778795766953	0.728808511173723
AAEL000173	2	4	2	-1.78307837928998	0.624425620106232	-1.87861363859501	-0.367887386484824	0.768414235751822	-0.553642050866602	-0.365211938867023	0.666209481525329	0.376941185730678	0.821505399883629	0.694789491590927	0.996147979514817
AAEL000174	2	4	2	-1.2606448225416	-1.04489538199233	-1.22294604918306	-0.305436834800111	-0.611981171438965	-1.07155486986984	0.693942448463414	0.886546920169341	0.838378734784023	0.881427321265229	1.0761261694665	1.1410375356774
AAEL000175	2	4	2	-1.26061586737509	-1.65757200421587	-1.29158442461991	0.398808625980268	0.360123042124897	0.521855896375688	1.76277019786811	0.712462290057006	0.83540098009694	-0.0761764031818567	-0.338109111306688	0.032636778196492
AAEL000176	1	2	1	1.50577144891335	1.39365916039035	1.39017637377387	0.209727564308508	-0.0411133171126905	0.137237144854362	-0.430832889754006	-1.69474808253328	-1.0135583983676	-0.461477164765577	-0.510858970942672	-0.483982868764612
AAEL000178	2	4	3	-1.46229368800742	-0.429763985225861	-0.689005923740999	-0.92913641109778	-0.757068240736347	-0.587233441189039	-0.47077570566164	0.999703910285278	0.606821357444386	0.954092020860641	1.15900646896938	1.60565363809942
AAEL000179	1	2	4	1.11926544365214	2.07586460411109	1.42583617867393	-1.17301468501266	-0.812979767200627	-0.619179707010037	-0.763715881119605	-0.123116905060724	-0.274507647971844	-0.370646284324584	-0.410058103845952	-0.0737472448911169
AAEL000180	1	2	4	1.03729596663046	1.68583534788888	1.76730445196672	-0.619696892058397	0.32854285010694	0.122891867208704	-1.02111283756921	-0.288183865280554	-0.913788533696671	-0.704049765248817	-0.80254529372822	-0.59249329621985
AAEL000181	2	4	2	-1.45834034533575	-1.60951181999112	-1.6287044042782	0.860119741574352	0.341323636595608	0.299030987251722	1.12887914070274	0.572167849374995	0.947316723515688	0.420513772452752	0.0744256227360444	0.0527790954011809
