UniqueCount	AmbigCount
266	0
117	0
1852	0
1833	0
269	0
63	0
386	0
68	0
3144	0
870	0
22	0
3570	0
223	0
15	0
2413	0
6	0
276	0
758	0
683	0
70	0
0	18
6	0
81	0
165	0
467	0
67	0
12846	0
197	0
260	0
132	0
102	0
371	0
372	0
103	0
476	0
64	0
20	0
49	0
132	0
688	0
14582	0
328	0
377	0
175	0
53	0
418	0
1437	0
331	0
139	0
396	0
22165	5
0	3
452	0
473	0
114	0
13	0
699	0
512	0
100	0
210	0
267	0
15	0
204	0
197	0
122	0
3071	0
430	0
159	0
360	0
878	0
7	0
966	0
894	0
411	0
770	0
2174	0
1285	0
22	6
98	0
455	0
1	0
2096	0
999	0
709	0
7233	0
330	382
100	0
1370	0
849	0
2140	0
576	0
12	13
670	0
0	0
268	53
142	51
181	7
1472	0
3680	0
82	0
692	0
504	0
253	0
55	0
1519	0
234	0
1524	0
602	0
346	0
1061	0
104	0
233	0
0	0
15	0
1278	0
82	0
0	2
4509	0
0	0
3438	0
1010	0
237	0
1459	0
609	0
2678	0
77	0
1433	0
79	0
67	0
56	0
99	0
272	0
499	0
449	0
9020	0
126	0
122	0
1406	0
442	0
373	0
1087	0
61	0
66	0
97	0
296	0
108	0
8	70
2	0
306	0
198	0
1	11
2754	0
0	219
1	193
1	38
359	0
103	0
70	0
220	0
181	0
453	8
2383	0
1023	0
296	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	0
6953	0
705	0
46	0
733	0
1	0
213	0
95	0
408	0
866	0
12	0
767	0
1043	0
14	0
4	0
1	0
482	0
190	0
2096	0
438	0
1100	0
63	0
44	0
134	0
0	3
437	0
0	12
143	0
1243	0
35	0
600	0
811	0
23	58
514	0
4216	0
7	0
40	0
0	0
0	0
8	0
3	0
638	0
1003	0
1453	0
1503	0
120	0
361	0
458	0
13	0
453	0
26	0
518	0
96	0
0	0
0	0
0	0
0	0
1477	0
3579	0
84	0
462	0
95	0
11	0
1328	0
1	0
256	0
486	0
79	0
809	0
41	0
3107	0
254	0
682	0
75	0
218	0
409	0
171	0
177	0
177	0
164	0
128	0
70	0
244	0
622	0
451	0
173	0
52	0
3	4
204	0
208	0
37	0
117	0
24	0
0	0
66	0
174	0
3306	0
421	0
4435	0
891	0
196	0
290	0
303	0
364	0
364	0
1385	0
740	0
90	0
82	0
32	0
12	0
423	0
6	55
0	97
38	0
276	8
307	0
797	0
2760	0
113	0
722	0
3443	0
36	0
1215	0
61	0
0	0
0	0
111	0
3459	0
380	0
44	0
843	0
102	0
903	0
393	0
234	0
79	0
0	0
224	0
241	0
406	0
56	0
297	0
0	2
119	0
358	0
296	0
1697	0
317	0
11682	0
140	0
49	0
1339	0
104	278
24	0
59	0
4	0
700	0
506	0
145	0
27069	0
1	10
129	0
373	0
99	0
193	6
342	0
54	0
154	0
1010	0
1238	0
287	0
1108	0
10	0
140	13
94	0
229	0
213	0
1203	0
620	0
179	0
77	0
2	0
3	0
45	103
0	2
25	12
5	11
0	16
18	14
3	4
5	2
0	0
4	9
30	12
57	3
4	5
514	168
12896	11524
7	10
42	0
20402	0
1	0
1143	0
0	7
95	0
549	0
173	0
4	19
666	0
748	59
35	0
1206	0
365	0
366	0
37	0
42	0
0	11
35	0
0	0
126	0
535	0
166	0
336	0
0	0
238	0
2	0
0	1
429	0
6	5
146	0
0	3
56890	0
20888	0
79	0
540	0
0	254
262	0
901	0
455	0
0	0
164	0
16	0
27	0
1672	0
3100	0
460	0
13	0
838	0
502	0
146	0
61	0
0	0
32	0
0	0
409	0
0	0
0	5
1279	0
82	0
3	0
1	0
136	0
711	0
4	0
0	0
0	0
356	0
146	0
1444	0
241	0
6667	0
790	0
5	0
51	0
1699	0
50	0
16166	0
155	0
673	0
159	0
4	0
0	0
843	0
396	0
15	0
391	0
16	0
723	0
6	0
233	0
0	0
382	0
7	0
688	0
21	0
6	5
143	0
65	5
103	0
350	0
171	58
141	4
368	0
960	0
412	0
244	0
37	0
32	0
0	10
3	0
35	0
77	42
4087	0
51	0
68	0
28	0
59	0
76	0
250	0
32	0
77	0
422	0
105	0
10	0
0	0
774	0
75	0
703	0
167	0
515	0
9860	0
366	0
188	0
404	0
1	0
1002	0
568	0
263	0
56	0
51	0
1	1
66	0
0	0
5	0
66	0
589	0
470	0
42	0
19	0
0	0
5	0
1631	0
521	0
493	0
96	0
305	0
0	128
6	41
0	128
61	0
2014	0
387	0
263	0
16	0
196	0
2	0
4	0
1368	0
0	8
183	42
388	0
789	0
975	0
424	0
92	0
76	0
1229	2
72	0
2354	0
5	0
56	0
9	0
8	0
407	0
378	0
318	0
1033	0
140	0
29	0
1	0
0	0
96	0
267	0
136	0
27	0
543	0
2	0
127	0
66823	0
281	0
0	0
5354	0
354	0
34	0
899	0
558	0
3	0
3	0
2412	0
5	0
1	0
403	0
576	0
466	0
4	0
15	0
7	0
36	9
0	0
2	0
284	9
434	0
251	0
151	0
71	0
3	0
0	0
5	0
823	0
25	0
5732	0
430	0
946	0
142	0
234	0
693	0
444	0
2	0
3	0
60	0
2	0
14061	0
425	0
551	0
182	0
492	0
0	0
1287	0
31	0
559	0
383	0
0	0
219	0
393	0
111	0
854	0
67	0
428	0
343	0
369	0
395	0
1	0
66	0
14	0
348	0
509	0
618	0
497	0
249	0
4283	0
277	0
397	0
969	0
156	0
46	0
436	0
1487	0
0	0
3885	0
798	0
105	0
86	0
4141	0
38	0
49	0
38	0
623	0
212	0
92	0
212	0
361	0
376	0
97	0
140	0
592	0
257	0
832	177
890	177
667	0
41	0
4913	0
15124	0
57	0
25	13
140	0
194	0
421	0
146	0
5	56
512	0
219	0
1	44
274	0
2429	0
2660	0
324	0
153	0
101	0
187	0
63	0
164	0
122	0
218	0
93	0
102	0
188	0
39	0
14	6
15	6
63	0
15	0
221	0
58	0
55	0
79	0
96	0
1117	0
259	0
0	2
110	0
6	0
410	0
173	0
53	0
4	0
936	0
421	0
304	0
2259	0
7	0
61	0
739	0
230	0
2145	0
93	0
23	0
455	114
0	8
640	0
10	0
4	0
23	0
37	64
604	0
149	0
179	0
94	0
982	0
1	33
214	0
669	0
157	0
14	0
1457	0
266	0
2044	0
515	0
1031	0
127	0
415	0
362	0
653	0
93	0
0	0
0	0
1	0
3	0
364	0
0	0
9	0
363	0
434	0
2515	0
608	0
1799	0
383	0
14112	0
212	0
0	0
117	0
468	0
3867	0
880	36
165	36
5	0
392	0
5	0
1029	0
606	0
572	0
306	0
0	0
241	0
35	0
356	0
624	0
133	0
43	0
4001	7640
80	0
72	6
21	0
173	0
899	0
3083	0
0	0
234	19
475	0
689	76
394	0
77	0
362	0
